game_event_id,date,game_id,minute,type,club_id,player_id,description,player_in_id,player_assist_id
8eb480c82ba26a70ddabc59df6991240,2012-08-18,2221750,35,Cards,80,53681,"1. Yellow card  , Foul",,
4dbdecfc7ddc41b691dad325a03a9772,2012-08-18,2221750,77,Substitutions,80,53681,", Tactical",54871,
146bbd3ced1cc5f321c3a418bc90f2c7,2012-08-18,2221750,70,Substitutions,80,79486,", Tactical",627,
32eea26a02036f9537f71743c49d1918,2012-08-18,2221750,76,Cards,80,82097,"1. Yellow card  , Foul",,
ee18b986a88085f904d3c4cb1c6a6795,2012-08-18,2221751,50,Cards,431,8159,"1. Yellow card  , Foul",,
58dc748bff380e101415712479bfd0fb,2012-08-18,2221751,12,Goals,431,16860,", Left-footed shot, 1. Tournament Goal Assist: , Pass, 1. Tournament Assist",,19830
0f4363e0eb277f8f4abbb2b958dd769d,2012-08-18,2221751,57,Substitutions,431,16860,", Tactical",76217,
d2f99a5f43ad65e12e706db8d81f115f,2012-08-18,2221751,79,Goals,60,25468,", Right-footed shot, 1. Tournament Goal Assist: , Header, 1. Tournament Assist",,36182
3a4ef58419b5a1a8d680bc67579c51e3,2012-08-18,2221751,58,Substitutions,60,27900,", Injury",73333,
ba3b3781179fb4c260589bb66f8f314f,2012-08-18,2221751,51,Cards,60,29865,"1. Yellow card  , Foul",,
7b62f8392332d3c6ddecf5f689519ef0,2012-08-18,2221751,27,Substitutions,60,31173,", Injury",10885,
95d1004b676be7c5ba6a6bca47480410,2012-08-18,2221751,11,Goals,60,36182,", Header, 1. Tournament Goal Assist: , Cross, 1. Tournament Assist",,29865
33051b6041c28e141d5be25606190f85,2012-08-18,2221751,76,Substitutions,60,45832,", Tactical",25468,
a308197fd83b827664727b6075883895,2012-08-18,2221751,84,Substitutions,431,57237,", Tactical",39229,
3f2f73c92fb882ed2f1a6285f29c704a,2012-08-18,2221751,45,Cards,60,82389,"1. Yellow card  , Foul",,
f4442f55fcf08420e383955afe0eb370,2012-08-18,2221751,71,Substitutions,431,85914,", Tactical",69908,
a0a6966c60c7c0685b6fcb32e915a103,2012-08-18,2221751,87,Cards,431,95565,"1. Yellow card  , Foul",,
f8c58747ccd9700ba4e336e21b9fc019,2012-08-18,2221752,28,Goals,3,13686,", Right-footed shot, 1. Tournament Goal Assist:",,
133aaf1fa9dcb932c3851c979b9af571,2012-08-18,2221752,40,Goals,3,13686,", Right-footed shot, 2. Tournament Goal Assist: , Cross, 1. Tournament Assist",,15300
2f0c9d0ac4615ac3dbe0bdefc2710072,2012-08-18,2221752,64,Substitutions,3,47513,", Resting",57845,
0504f7ab1d024cca30f85bb6aafc22b8,2012-08-18,2221752,82,Substitutions,3,74762,", Tactical",68574,
e7117ae669437b5e96ad2a6531099129,2012-08-18,2221752,67,Substitutions,66,81559,", Tactical",43986,
c848d90afc89abb3bbb8f4da0f94b83c,2012-08-18,2221752,64,Substitutions,3,86030,", Tactical",153637,
41d028fa5950bf145ec02e69ce44208e,2012-08-18,2221752,24,Cards,66,92051,"1. Yellow card  , Foul",,
57c9a1dc4f8db25c08ee6b8f180abb47,2012-08-18,2221752,90,Goals,66,94771,", Right-footed shot, 1. Tournament Goal Assist: , Pass, 1. Tournament Assist",,43986
b6d9a6bbb30a6e0e1a6ac0c4fff0c06e,2012-08-18,2221752,59,Substitutions,66,152963,", Tactical",94771,
e532da03dd4a367bdf67f4116c5bcd6f,2012-08-18,2221753,50,Substitutions,2652,9562,", Tactical",238159,
a7f27544c593ed59be67f6b20c1f526d,2012-08-18,2221753,30,Goals,79,21175,", Tap-in, 1. Tournament Goal Assist: , Header, 1. Tournament Assist",,31570
af57db8e4a1acd0f44482ed4b20ae611,2012-08-18,2221753,61,Substitutions,79,21175,", Resting",79642,
b47a1e47418b16a6b34582bdc02d6ddd,2012-08-18,2221753,43,Goals,79,31159,", Tap-in, 1. Tournament Goal Assist: , Header, 1. Tournament Assist",,21175
1a107be2de8a4e6ebb1747ff299887ba,2012-08-18,2221753,54,Goals,79,31159,", Header, 2. Tournament Goal Assist: , Cross, 1. Tournament Assist",,18833
7a462089808ca6356f74100217e4d723,2012-08-18,2221753,61,Substitutions,79,31159,", Resting",39247,
db31b713bfdd344bb0901239a881f1aa,2012-08-18,2221753,46,Substitutions,79,36787,", Resting",1426,
a42c4ab7dd7458c05fab0231cd48a994,2012-08-18,2221753,79,Goals,79,39247,", Left-footed shot, 1. Tournament Goal Assist: , Pass, 1. Tournament Assist",,1426
b4e11e1460966ede8d58c5ab3b074cb1,2012-08-18,2221753,87,Goals,79,79642,", Right-footed shot, 1. Tournament Goal Assist: , Pass, 1. Tournament Assist",,39247
85155809276054993bec61ef1cc39071,2012-08-18,2221753,44,Cards,2652,84106,"1. Yellow card  , Foul",,
447de60304c4cc541f91ea4c42440af0,2012-08-18,2221753,62,Substitutions,2652,238167,", Tactical",117342,
9641a3d941e321dc378b344d26dfc4e9,2012-08-18,2221753,84,Substitutions,2652,238169,", Tactical",32506,
75167fa2a2b8379e83ff35bf460f8199,2012-08-19,2221754,78,Goals,48,4978,", Tap-in, 1. Tournament Goal Assist: , Free kick, 1. Tournament Assist",,126414
102e9538dbeb674f307a132a68ac7082,2012-08-19,2221754,70,Substitutions,48,16311,", Tactical",94157,
0062f4f0858744bb74d927eee216e14a,2012-08-19,2221754,85,Substitutions,41,18918,", Tactical",30308,
1e912454da430b6eb605dfec25930304,2012-08-19,2221754,23,Goals,41,30418,", Left-footed shot, 1. Tournament Goal Assist: , Pass, 1. Tournament Assist",,16624
8fe9f534233fb8f885d60a568bf7258b,2012-08-19,2221754,86,Goals,48,50674,", Left-footed shot, 1. Tournament Goal Assist: , Pass, 1. Tournament Assist",,51216
ac4264ecc8edf9bcfb9a2cc1c6157483,2012-08-19,2221754,31,Goals,48,56376,", Header, 1. Tournament Goal Assist: , Cross, 1. Tournament Assist",,41541
924bbd92552b9fe0cd71766e772f2584,2012-08-19,2221754,56,Substitutions,48,56376,", Tactical",50674,
de13f9f7c8bfd45a816cde510fcfbfc7,2012-08-19,2221754,45,Goals,41,58379,", Left-footed shot, 1. Tournament Goal Assist: , Pass, 1. Tournament Assist",,69396
cc3540465d1a96cc364e2fac85c64e59,2012-08-19,2221754,75,Substitutions,41,58379,", Tactical",103547,
0ac343c596ab063a7807551925d699d0,2012-08-19,2221754,60,Cards,41,88721,1. Yellow card,,
887553312ae3818ee2f92370d8cd0e12,2012-08-19,2221754,58,Goals,48,89005,", Direct free kick, 1. Tournament Goal Assist:",,
6f31e92e582ac298997b1b73da0aa9e5,2012-08-19,2221754,85,Substitutions,41,91845,", Tactical",53536,
66669735ca672692b2fef163bf54c0d4,2012-08-19,2221754,22,Cards,48,126414,"1. Yellow card  , Serious foul",,
aa7351040fdedba4da1be53b9378f93b,2012-08-19,2221754,82,Substitutions,48,126414,", Risk of booking",33317,
c2002fda152a9d1b91f558a754c4c89c,2012-08-19,2221755,72,Cards,4795,2464,"1. Yellow card  , Foul",,
8729d78e38df4337c50a4fd31004d66e,2012-08-19,2221755,15,Goals,83,4184,", Header, 1. Tournament Goal Assist: , Corner, 1. Tournament Assist",,25950
9bb88ab7cc09158fd3c3d35751a16871,2012-08-19,2221755,89,Substitutions,83,4184,", Special achievements",40605,
6369f7a23259a7be6cbe2a1272dc45de,2012-08-19,2221755,77,Substitutions,4795,17025,", Tactical",2077,
146059a06989b6fa15649f7bc9f36289,2012-08-19,2221755,36,Goals,83,25950,", Right-footed shot, 1. Tournament Goal Assist: , Pass, 1. Tournament Assist",,53418
6013b36640bc68cea03c24ed04625298,2012-08-19,2221755,77,Substitutions,83,25950,", Tactical",5034,
c9e2c9f227bd62fa0fc66a1d9cc4d164,2012-08-19,2221755,67,Substitutions,83,29972,", Tactical",39093,
73528d7da504689108cb20708f9d89a3,2012-08-19,2221755,77,Substitutions,4795,37977,", Tactical",55524,
9f54ba73501363dd9fdea1ef1cd690e7,2012-08-19,2221755,90,Goals,83,40605,", Right-footed shot, 1. Tournament Goal Assist: , Cross, 1. Tournament Assist",,39093
d5a811d0fd6ec215eb624e6b04a18070,2012-08-19,2221755,18,Cards,4795,82873,"1. Yellow card  , Foul",,
220c88dfbed175120ac7c5c4c9885c68,2012-08-19,2221755,37,Substitutions,4795,82873,", Tactical",122623,
e16eb688b8c6ced664605993be75c031,2012-08-18,2221756,23,Goals,35,2453,", Left-footed shot, 1. Tournament Goal Assist: , Pass, 1. Tournament Assist",,30985
a6f9e022c4144a6cf6c05d3db6a2096c,2012-08-18,2221756,68,Goals,35,2453,", Header, 2. Tournament Goal Assist: , Cross, 1. Tournament Assist",,79501
ae1c06b704bbe2a098ae852b0765461f,2012-08-18,2221756,84,Substitutions,35,2453,", Special achievements",94213,
7bf832067056b8bcb88ea0c193e3f3a8,2012-08-18,2221756,64,Substitutions,35,23553,", Tactical",79501,
5a82ace012fcaf4a274c97bcbb73eb72,2012-08-18,2221756,64,Substitutions,35,30985,", Tactical",94174,
72a850333d81de681d1a2c088ed9193e,2012-08-18,2221756,73,Substitutions,5280,43503,", Tactical",203075,
da058f6c175f038ad46b8d16fb31426a,2012-08-18,2221756,36,Substitutions,5280,57602,", Injury",38437,
ba8e3a8515b391a3a0bf9c8fb89781eb,2012-08-18,2221756,77,Goals,35,79501,", Right-footed shot, 1. Tournament Goal Assist: , Cross, 1. Tournament Assist",,36207
4d8edad51a778c8f2f15eb6729c591fd,2012-08-18,2221756,64,Substitutions,5280,155827,", Tactical",232514,
3aaa80875fbd40d6286c2ad811c81dd5,2012-08-19,2221757,-1,Cards,127,2198,"1. Yellow card  , Foul",,
12332d376f646311d98f269f05f261db,2012-08-19,2221757,-1,Cards,127,2201,"1. Yellow card  , Dissent",,
4c09eda9da873985d901ea44d61d84ff,2012-08-19,2221757,90,Goals,10,3858,", Penalty, 1. Tournament Goal Assist: , Fouled player",,78147
407eb3d3c6aa098b1712783bf7c98ead,2012-08-19,2221757,60,Substitutions,10,8616,", Tactical",53521,
0d4f339222781c29c52f23b6f95397c8,2012-08-19,2221757,62,Substitutions,10,12233,", Tactical",51969,
